Day,Day post_inf,RFP 1,RFP 2,RFP 3,RFP 4,Hybrid1,Hybrid 2,Hybrid 3,Hybrid 4,Perm1,Perm2,Perm3,Perm4,Ctrl_RFP1,Ctrl_RFP2,Ctrl_RFP3,Ctrl_RFP4,Ctrl_Hyb1,Ctrl_Hyb2,Ctrl_Hyb3,Ctrl_Hyb4,Ctrl_Perm1,Ctrl_Perm2,Ctrl_Perm3,Ctrl_Perm4,Species
9.5,5 days,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,An.gambiae s.s.
10,5 days,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,An.gambiae s.s.
10.5,5 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.gambiae s.s.
11,5 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.gambiae s.s.
11.5,5 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.gambiae s.s.
12,5 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.gambiae s.s.
12.5,5 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.gambiae s.s.
13,5 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.gambiae s.s.
13.5,5 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,An.gambiae s.s.
14,5 days,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,An.gambiae s.s.
Alive,5 days,0,0,0,0,0,0,0,0,22,21,20,22,0,0,0,0,0,0,0,0,25,27,26,26,An.gambiae s.s.
0,5 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.kisumu
0.5,5 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.kisumu
1,5 days,26,27,28,30,19,15,22,23,25,26,27,29,0,0,0,0,5,7,6,6,0,0,0,0,An.kisumu
1.5,5 days,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,1,2,1,0,0,0,0,An.kisumu
2,5 days,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,2,3,1,4,0,0,0,0,An.kisumu
2.5,5 days,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,6,2,1,2,4,0,0,0,0,An.kisumu
3,5 days,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,3,6,3,5,2,0,0,0,0,An.kisumu
3.5,5 days,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,7,1,2,2,1,0,0,0,0,An.kisumu
4,5 days,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,3,0,0,0,0,An.kisumu
4.5,5 days,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,1,3,2,0,0,0,0,An.kisumu
5,5 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,1,0,0,0,0,An.kisumu
5.5,5 days,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,1,1,1,0,1,0,0,0,0,An.kisumu
6,5 days,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,1,1,1,0,0,0,0,An.kisumu
6.5,5 days,0,0,0,0,0,0,0,0,0,0,0,0,8,4,1,2,0,1,0,2,0,0,0,0,An.kisumu
7,5 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,An.kisumu
7.5,5 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.kisumu
8,5 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.kisumu
8.5,5 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.kisumu
9,5 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.kisumu
9.5,5 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.kisumu
10,5 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.kisumu
10.5,5 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.kisumu
11,5 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.kisumu
11.5,5 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.kisumu
12,5 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.kisumu
12.5,5 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.kisumu
13,5 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.kisumu
13.5,5 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.kisumu
14,5 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,An.kisumu
Alive,5 days,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,26,28,25,An.kisumu
